match_id,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10,first_5_won
2488149231,102,59,35,79,26,93,56,21,19,18,TRUE
2488148960,12,106,102,93,90,18,32,44,103,72,FALSE
2488148930,32,73,68,102,21,8,75,36,17,48,TRUE
2488148679,56,30,73,15,102,47,113,28,93,16,FALSE
2488148496,60,104,95,4,2,22,102,61,62,55,FALSE
2488148457,72,23,5,6,54,52,102,98,19,18,TRUE
2488148409,25,102,29,94,36,31,44,104,93,28,TRUE
2488148368,27,64,35,102,34,26,23,95,11,40,TRUE
2488147077,84,53,102,33,18,42,75,73,104,54,TRUE
2488146538,12,42,74,62,99,102,18,2,5,49,FALSE
2488146374,14,102,18,68,74,2,59,110,93,21,TRUE
2488146021,52,9,62,112,48,102,67,43,16,1,FALSE
2488145782,104,71,102,47,32,39,26,44,61,31,TRUE
2488145701,107,8,36,18,6,93,11,102,44,2,TRUE
2488145674,58,92,94,75,103,81,17,3,19,102,TRUE
2488145633,21,73,86,54,102,36,56,14,6,18,TRUE
2488145576,65,7,40,102,74,54,14,81,33,5,FALSE
2488145031,21,11,50,54,44,75,63,102,42,49,FALSE
2488144560,71,8,11,99,35,59,104,45,102,44,TRUE
2488144353,27,23,32,102,98,44,14,9,67,1,TRUE
2488144164,14,8,57,6,102,9,39,41,18,30,TRUE
2488144163,40,102,99,84,60,89,2,20,112,83,FALSE
2488144096,53,94,32,4,54,41,9,36,102,10,FALSE
2488144077,102,32,14,95,44,81,98,64,42,35,TRUE
2488143918,47,51,5,40,22,2,48,52,20,102,FALSE
2488143819,64,54,57,2,49,50,102,42,14,74,FALSE
2488143687,13,10,30,26,28,74,102,48,86,36,FALSE
2488143597,74,30,41,36,68,32,35,54,57,102,TRUE
2488143434,26,44,54,7,102,86,9,42,106,73,FALSE
2488143408,102,35,11,75,7,62,84,93,86,14,TRUE
2488143298,102,104,113,4,92,19,61,35,59,99,FALSE
2488143023,97,31,113,101,75,87,70,102,96,19,TRUE
2488142710,21,81,44,46,101,102,75,68,49,53,FALSE
2488142672,112,18,9,102,33,98,42,74,93,5,TRUE
2488142638,44,50,14,49,48,71,74,36,102,8,TRUE
2488142529,70,26,21,67,23,102,9,36,94,73,TRUE
2488142521,64,8,33,98,32,86,85,18,102,2,TRUE
2488142507,68,4,9,8,98,102,1,57,14,47,TRUE
2488142417,102,42,58,38,41,27,57,2,93,22,FALSE
2488141967,101,74,59,6,102,71,93,104,35,11,FALSE
2488141773,51,7,101,41,76,58,30,35,102,6,FALSE
2488141736,98,21,70,57,102,31,6,28,51,44,TRUE
2488141711,1,71,54,26,17,106,102,7,100,57,FALSE
2488141691,51,14,19,36,54,16,44,97,102,77,FALSE
2488141682,44,102,53,57,49,11,22,10,2,85,FALSE
2488141527,96,72,42,81,29,102,59,70,98,11,FALSE
2488141283,17,66,44,102,36,104,67,56,26,43,FALSE
2488140901,102,7,98,48,49,73,86,42,109,32,FALSE
2488140765,14,28,102,94,70,74,12,99,86,51,TRUE
2488140694,1,9,34,28,102,8,2,6,42,49,TRUE
2488140593,100,8,53,49,3,56,104,102,12,21,FALSE
2488140578,42,44,50,73,4,2,30,102,49,21,FALSE
2488140553,73,12,27,63,101,62,74,102,33,21,FALSE
2488140424,73,102,43,33,8,14,74,18,70,86,FALSE
2488140415,83,46,52,75,45,91,100,4,102,105,TRUE
2488140398,22,73,26,102,93,19,14,54,48,27,TRUE
2488140397,106,40,102,32,23,36,2,93,62,98,TRUE
2488140153,21,36,67,102,93,8,62,49,4,10,TRUE
2488140138,64,102,62,49,44,32,75,36,52,14,FALSE
2488140070,21,112,70,85,98,50,51,10,49,102,TRUE
2488139995,2,30,36,112,93,80,102,14,57,75,FALSE
2488139646,20,102,85,107,48,44,29,105,97,22,TRUE
2488139496,44,53,33,80,102,39,91,63,90,10,TRUE
2488139101,86,94,1,11,32,6,93,28,14,102,TRUE
2488138941,2,102,43,47,93,9,18,88,54,44,TRUE
2488138576,6,73,9,17,62,42,102,43,14,41,FALSE
2488138505,31,8,9,98,73,39,40,102,74,110,TRUE
2488138466,93,89,102,29,54,2,16,46,63,77,TRUE
2488138454,74,112,2,102,98,9,44,84,57,82,TRUE
2488138424,59,60,102,47,70,63,112,5,98,37,TRUE
2488138422,41,61,62,9,88,8,5,32,102,29,FALSE
2488138337,67,13,53,84,102,2,71,9,109,10,TRUE
2488138293,75,102,27,22,12,18,48,32,67,65,FALSE
2488138292,62,67,70,14,28,102,4,26,44,34,FALSE
2488138010,18,3,50,22,104,21,102,53,25,63,FALSE
2488137972,15,88,40,4,69,102,98,112,106,97,FALSE
2488137680,57,59,67,35,70,52,102,109,94,22,TRUE
2488137558,102,17,13,8,74,9,62,37,7,61,TRUE
2488137515,59,48,28,57,93,19,35,44,63,102,TRUE
2488137407,102,93,99,31,34,73,77,12,14,26,TRUE
2488137366,67,109,102,104,1,86,32,73,94,30,TRUE
2488137201,62,94,53,31,74,102,54,84,11,30,TRUE
2488137104,54,9,36,53,102,77,14,22,89,61,TRUE
2488136927,70,5,77,44,53,102,18,36,14,74,TRUE
2488136776,28,39,6,99,43,102,15,35,59,8,TRUE
2488136566,29,28,67,36,40,102,19,43,14,68,FALSE
2488136547,109,103,2,9,52,84,75,102,22,63,TRUE
2488136492,49,31,70,68,1,59,17,102,104,36,TRUE
2488136490,46,56,14,13,76,71,26,102,57,4,FALSE
2488136478,93,30,102,47,68,2,99,41,8,98,TRUE
2488136451,25,96,58,35,47,18,44,102,50,9,FALSE
2488136204,42,11,80,5,62,93,75,14,102,30,TRUE
2488136201,99,93,62,36,98,56,21,102,22,11,TRUE
2488136050,17,96,93,48,26,45,34,102,40,8,TRUE
2488135884,74,44,60,32,102,1,6,48,112,100,FALSE
2488135747,73,29,104,102,70,83,8,46,72,31,TRUE
2488135574,22,4,56,51,94,1,74,6,102,15,TRUE
2488135318,110,75,104,58,33,40,61,36,102,13,FALSE
2488135240,31,16,39,4,102,6,47,49,34,7,TRUE
2488135185,102,70,75,29,93,56,47,2,57,44,FALSE
2488135151,85,73,5,93,32,14,99,17,28,102,TRUE
2488135143,25,61,21,15,103,45,48,49,102,64,TRUE
2488135049,11,44,84,5,102,14,35,104,30,47,TRUE
2488135033,72,19,22,74,102,9,16,1,21,18,FALSE
2488134963,98,14,11,8,44,102,18,71,35,99,FALSE
2488134715,102,14,12,74,18,11,26,104,70,54,TRUE
2488134536,2,45,44,73,4,102,88,100,21,42,TRUE
2488134530,26,55,82,102,44,30,98,1,9,21,TRUE
2488134529,70,87,36,48,19,102,9,98,93,22,TRUE
2488134477,18,14,44,21,95,35,4,33,102,46,TRUE
2488134367,42,56,7,99,102,32,59,110,104,8,FALSE
2488134173,23,104,86,13,95,22,44,14,102,9,FALSE
2488134075,94,38,102,36,93,98,42,56,26,85,TRUE
2488133896,36,102,44,71,93,98,10,57,2,54,FALSE
2488133743,102,95,34,14,104,54,74,28,2,32,TRUE
2488133705,88,54,102,26,46,40,11,53,35,103,FALSE
2488133671,4,6,2,71,102,39,62,44,18,21,TRUE
2488133627,62,50,54,104,60,8,102,1,6,30,TRUE
2488133604,19,14,93,8,18,70,3,102,29,77,FALSE
2488133564,27,54,100,91,14,5,30,47,102,18,FALSE
2488133483,72,2,102,93,53,4,10,44,8,9,TRUE
2488133461,67,102,7,2,104,93,35,25,68,97,TRUE
2488133301,13,41,53,67,50,86,102,8,57,47,FALSE
2488133173,35,98,106,16,68,18,21,102,62,72,FALSE
2488132930,67,47,40,22,74,44,102,54,72,86,FALSE
2488132854,72,59,39,69,49,31,92,57,102,51,FALSE
2488132802,32,22,67,25,71,63,21,102,19,36,FALSE
2488132627,74,56,102,75,38,45,32,57,8,47,TRUE
2488132589,7,22,46,67,19,42,43,30,102,81,FALSE
2488132538,43,99,20,87,102,16,10,17,11,88,TRUE
2488132379,69,102,7,60,36,19,14,28,25,16,TRUE
2488132352,109,6,34,104,63,48,36,58,93,102,FALSE
2488132255,35,44,102,62,8,26,21,93,54,15,TRUE
2488132240,102,86,34,65,67,109,18,9,47,35,FALSE
2488132097,21,79,95,102,104,45,11,7,105,1,TRUE
2488132095,21,2,34,27,73,74,20,53,45,102,TRUE
2488132036,14,12,54,102,58,83,50,88,64,19,TRUE
2488132021,26,61,109,53,62,102,44,69,78,12,FALSE
2488131849,102,3,7,14,100,75,8,51,94,21,FALSE
2488131546,4,49,102,90,100,23,57,88,6,10,FALSE
2488131265,87,102,23,75,99,98,38,28,20,8,TRUE
2488131134,14,56,49,9,64,84,102,53,47,22,FALSE
2488130969,20,48,102,30,53,21,8,31,29,23,TRUE
2488130824,56,39,109,29,27,14,62,20,102,77,TRUE
2488130779,11,83,70,105,15,113,91,102,89,66,TRUE
2488130734,57,102,104,75,95,27,13,42,28,1,TRUE
2488130595,35,109,102,27,48,44,96,9,32,36,TRUE
2488130359,74,42,44,102,98,67,32,70,49,31,TRUE
2488130016,6,102,36,20,50,2,8,73,28,87,TRUE
2488129896,18,44,102,8,54,80,35,14,84,53,TRUE
2488129795,32,23,104,57,59,5,4,102,9,12,FALSE
2488129741,97,93,68,35,53,73,19,102,8,1,FALSE
2488129740,106,70,9,14,60,81,102,18,5,8,TRUE
2488129647,53,21,110,2,93,22,57,102,18,64,FALSE
2488129629,52,71,75,102,44,7,10,14,8,33,TRUE
2488129586,102,75,109,7,26,28,8,17,111,36,TRUE
2488129253,27,102,74,28,8,11,55,93,50,53,TRUE
2488129135,93,109,102,17,71,25,68,8,98,67,TRUE
2488129085,38,104,32,102,98,45,67,7,44,62,FALSE
2488129036,20,62,42,102,2,14,44,43,12,49,TRUE
2488128960,68,36,59,30,103,53,72,70,102,37,FALSE
2488128764,44,41,69,102,99,60,72,80,39,83,TRUE
2488128751,70,68,46,26,8,67,102,74,11,88,FALSE
2488128739,7,102,21,64,29,43,63,59,23,5,FALSE
2488128719,71,21,2,54,28,4,1,86,102,17,TRUE
2488128544,105,102,47,64,93,95,72,28,23,25,TRUE
2488128532,102,104,36,54,72,67,106,35,14,2,TRUE
2488128317,16,43,6,20,56,49,71,102,55,93,FALSE
2488128102,64,45,41,36,103,102,34,5,78,71,FALSE
2488128023,76,32,102,59,63,1,25,89,15,8,TRUE
2488127619,86,73,110,19,80,102,7,32,113,8,TRUE
2488127556,102,74,35,41,6,77,39,67,62,71,FALSE
2488127365,33,74,44,17,102,53,19,51,100,95,TRUE
2488127225,8,47,56,93,44,28,62,102,6,32,FALSE
2488127089,47,44,84,102,6,74,85,93,18,36,FALSE
2488127082,28,21,1,102,97,2,75,46,71,41,FALSE
2488126985,18,39,102,32,75,8,23,43,62,12,FALSE
2488126983,34,93,21,98,47,102,22,53,95,14,FALSE
2488126901,74,20,102,36,35,68,11,70,14,26,TRUE
2488126795,93,11,102,104,2,8,32,15,68,74,FALSE
2488126711,99,109,7,23,32,33,94,97,14,102,TRUE
2488126692,70,79,102,73,64,29,1,11,28,57,TRUE
2488126651,94,35,8,11,20,97,102,63,72,96,TRUE
2488126139,73,29,12,102,18,109,8,36,57,110,FALSE
2488126132,93,44,22,42,6,102,21,85,84,74,TRUE
2488126117,4,11,104,5,12,6,63,45,102,73,FALSE
2488126078,16,54,22,74,102,18,9,8,52,23,TRUE
2488126043,26,68,19,54,71,23,102,93,40,14,TRUE
2488125860,104,102,6,95,42,25,7,28,12,17,FALSE
2488125799,5,25,49,40,102,18,8,9,13,20,TRUE
2488125718,102,42,46,7,8,54,26,11,18,98,TRUE
2488271383,55,81,69,30,87,34,40,5,62,111,TRUE
2488267700,107,30,58,18,46,5,22,41,15,97,TRUE
2488263732,12,85,13,49,81,113,34,54,94,38,TRUE
2488262110,65,20,62,63,54,56,3,58,55,9,TRUE
2488262018,36,19,3,68,90,83,64,48,4,89,TRUE
2488261352,9,61,71,52,85,104,31,46,59,60,TRUE
2488260385,102,6,14,49,30,46,71,110,57,40,TRUE
2488260339,1,60,26,107,55,38,42,91,86,62,TRUE
2488258395,8,100,20,25,47,92,97,9,15,22,TRUE
2488258026,112,6,109,69,38,105,22,64,85,65,TRUE
2488257883,2,38,17,30,98,101,105,68,50,65,TRUE
2488255590,88,53,38,19,2,39,26,45,76,37,TRUE
2488253578,77,81,53,103,59,29,80,21,19,18,FALSE
2488253343,2,53,86,55,18,13,17,112,6,85,TRUE
2488252448,90,34,105,82,91,12,2,22,73,86,FALSE
2488252135,2,38,8,5,93,70,39,51,13,80,TRUE
2488252020,87,39,58,105,72,83,13,10,90,25,TRUE
2488251377,111,70,83,28,87,52,55,76,74,22,TRUE
2488251076,54,45,58,69,53,13,10,61,82,68,TRUE
2488250478,59,94,40,63,103,97,109,35,8,11,FALSE
2488250118,106,22,20,1,70,9,21,15,10,2,TRUE
2488249723,7,60,15,69,77,112,16,30,79,96,TRUE
2488247812,104,48,63,37,71,68,55,105,52,74,TRUE
2488247383,58,65,39,53,66,8,16,82,97,95,FALSE
2488246994,69,2,86,61,9,26,64,15,113,42,TRUE
2488245540,61,71,98,29,104,56,111,8,14,15,FALSE
2488245435,65,42,47,30,56,10,1,37,36,87,FALSE
2488244760,91,22,88,73,83,66,30,50,13,68,TRUE
2488244683,92,13,46,47,63,58,51,16,53,71,FALSE
2488243589,2,41,43,37,75,14,18,16,28,29,TRUE
2488243434,29,10,91,14,113,44,21,22,6,19,FALSE
2488243145,55,77,104,94,92,29,91,66,82,105,TRUE
2488242160,32,110,89,99,46,93,33,45,40,56,FALSE
2488241721,77,2,57,66,110,68,63,102,55,9,TRUE
2488241472,5,77,53,76,21,81,82,113,64,17,TRUE
2488239653,17,6,100,53,13,98,22,56,88,34,TRUE
2488238604,20,80,38,77,111,10,101,113,92,13,TRUE
2488238354,45,4,97,64,53,88,99,57,75,91,TRUE
2488238289,17,18,57,2,3,68,50,65,105,74,TRUE
2488238113,38,106,90,41,71,112,64,53,49,45,FALSE
2488238079,35,80,6,43,77,97,91,37,94,60,TRUE
2488237571,73,2,68,102,41,40,104,8,46,11,FALSE
2488237251,76,89,63,93,80,82,87,101,111,105,TRUE
2488237241,14,25,88,42,34,105,99,112,79,31,TRUE
2488236714,5,34,40,45,79,109,98,74,82,97,FALSE
2488234466,39,80,82,48,66,93,36,8,53,73,FALSE
2488233305,52,94,49,36,22,67,9,65,4,19,TRUE
2488233112,35,21,91,43,54,88,14,101,72,98,FALSE
2488232411,5,52,66,25,98,29,91,86,90,14,TRUE
2488232157,10,78,32,18,72,88,44,27,3,81,TRUE
2488232026,44,68,74,7,87,54,1,49,38,23,FALSE
2488231766,72,71,75,13,57,88,77,47,81,32,TRUE
2488231586,9,11,53,42,45,22,14,56,91,101,TRUE
2488231584,58,53,38,90,52,84,105,65,74,55,TRUE
2488230649,4,74,29,56,53,52,40,34,25,57,FALSE
2488230585,40,45,35,65,52,82,106,93,63,89,TRUE
2488230488,85,79,20,53,45,32,10,113,102,68,TRUE
2488229018,20,101,53,32,97,98,31,39,72,109,FALSE
2488228937,10,98,22,33,43,59,28,1,101,112,TRUE
2488228706,26,52,34,27,87,17,2,19,43,68,FALSE
2488227340,48,47,2,77,15,44,35,18,46,53,TRUE
2488226388,73,79,4,63,28,13,56,66,40,26,FALSE
2488225809,93,25,60,62,63,49,102,71,42,29,TRUE
2488225077,39,94,18,4,70,34,74,107,66,82,TRUE
2488225069,44,19,89,4,93,70,52,43,28,23,FALSE
2488225025,76,64,75,73,54,17,44,55,99,50,TRUE
2488224166,14,102,57,54,48,62,46,29,93,63,TRUE
2488224129,29,71,32,101,53,3,5,74,52,13,FALSE
2488223741,89,46,59,18,45,63,70,27,21,71,TRUE
2488223656,36,8,113,93,48,74,53,61,80,56,FALSE
2488223591,79,51,33,66,3,29,111,65,10,101,TRUE
2488223550,107,33,10,30,52,77,111,21,39,53,FALSE
2488223377,40,6,80,61,48,14,10,41,4,107,TRUE
2488223030,44,54,70,34,21,91,98,113,29,74,TRUE
2488222940,45,23,112,80,52,17,105,99,21,20,TRUE
2488222896,54,103,55,17,43,71,112,26,25,47,TRUE
2488222733,2,11,46,5,55,36,3,38,26,102,TRUE
2488222393,29,94,33,99,47,5,53,2,79,54,FALSE
2488222325,8,92,42,93,2,102,64,81,105,17,FALSE
2488221951,29,105,63,10,103,32,2,78,52,6,FALSE
2488221782,13,3,73,4,34,36,29,105,61,98,TRUE
2488221320,74,10,50,45,13,14,44,65,63,55,FALSE
2488220792,45,83,75,14,107,99,59,60,89,50,TRUE
2488220437,67,32,84,59,98,8,41,104,62,53,TRUE
2488219572,42,6,7,72,62,20,1,12,104,67,TRUE
2488219433,73,95,80,79,93,32,91,62,61,46,TRUE
2488219309,25,4,75,54,2,35,96,77,107,44,FALSE
2488219230,27,98,60,69,9,20,88,94,53,100,TRUE
2488219180,12,100,93,111,62,53,48,1,101,71,TRUE
2488219127,4,61,63,18,3,100,74,15,22,6,FALSE
2488218958,2,111,94,43,6,26,88,21,71,1,TRUE
2488218671,57,93,42,82,26,35,44,74,30,84,TRUE
2488218602,29,59,85,97,2,66,90,64,105,3,FALSE
2488218541,109,19,106,42,60,101,33,65,111,68,TRUE
2488218172,1,97,101,4,61,27,18,29,19,89,FALSE
2488217995,20,111,5,45,27,105,82,33,110,90,TRUE
2488217959,27,33,94,44,48,6,53,35,55,62,FALSE
2488217759,16,8,101,98,37,36,56,45,35,41,TRUE
2488217684,35,112,80,84,44,111,26,49,19,59,TRUE
2488217647,91,55,7,92,73,88,79,60,6,14,TRUE
2488217345,68,79,41,55,29,77,40,70,11,21,FALSE
2488217261,6,52,46,50,80,91,89,14,74,99,TRUE
2488217095,11,38,80,1,68,105,74,29,12,98,TRUE
2488217074,109,14,18,30,32,82,102,67,47,73,TRUE
2488217016,98,42,5,25,44,99,31,41,30,14,TRUE
2488217015,109,3,56,90,92,30,82,74,11,112,TRUE
2488216753,88,18,8,70,84,30,107,93,104,14,TRUE
2488216562,2,5,62,46,34,99,97,14,92,29,TRUE
2488215945,26,63,1,90,5,39,35,8,13,42,TRUE
2488215617,42,98,36,73,31,4,53,14,93,8,TRUE
2488215418,1,63,29,106,35,57,64,99,42,34,FALSE
2488215278,14,62,60,82,31,30,44,11,58,104,TRUE
2488215267,8,14,36,35,46,54,86,74,71,41,TRUE
2488215217,39,70,30,21,6,54,2,76,14,3,TRUE
2488215184,41,34,64,47,113,45,23,3,40,29,TRUE
2488215139,109,21,5,8,63,87,18,7,104,74,TRUE
2488214986,20,52,2,8,62,107,21,29,48,110,TRUE
2488214911,2,32,44,85,69,48,58,8,16,79,FALSE
2488214766,3,86,2,62,53,90,56,87,66,112,TRUE
2488214576,74,14,93,28,87,97,8,32,21,107,FALSE
2488214545,52,2,72,51,73,7,109,6,32,68,TRUE
2488214429,65,82,29,72,97,18,93,47,21,54,FALSE
2488214330,35,102,64,96,14,59,104,11,70,44,TRUE
2488214277,59,111,93,21,106,9,49,104,55,63,FALSE
2488214268,84,21,48,41,62,7,33,70,60,104,FALSE
2488213848,56,84,44,2,26,32,50,7,8,14,TRUE
2488213847,13,70,93,44,14,75,29,36,57,18,FALSE
2488213798,23,48,54,50,36,93,61,42,15,35,TRUE
2488213790,43,8,53,38,23,21,98,4,19,1,TRUE
2488213679,56,77,90,6,11,86,79,81,85,104,FALSE
2488213654,12,94,106,10,7,77,40,42,19,53,FALSE
2488213652,7,54,21,73,32,8,48,14,56,103,FALSE
2488213539,56,9,7,21,70,58,30,29,71,68,TRUE
2488213397,23,91,6,18,78,9,35,1,54,56,TRUE
2488213314,36,54,6,20,70,71,18,41,27,3,TRUE
2488213268,32,31,20,35,18,94,44,57,5,28,FALSE
2488213266,96,36,76,63,38,1,32,112,6,99,TRUE
2488213232,26,53,63,48,22,19,16,52,54,74,TRUE
2488213203,77,109,86,17,28,53,8,4,30,71,FALSE
2488213105,73,48,23,35,74,98,32,16,62,34,FALSE
2488212995,35,48,98,52,2,75,6,70,63,36,FALSE
